label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
false,Says Charlie Crist is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme.,"jobs,state-budget",a TV ad,1,0.43892384,2,barely-true,review
barely-true,I was gone when there was a red line against Syria.,foreign-policy,the second presidential debate,2,0.46364728,2,barely-true,review
half-true,"Tim Kaine hiked tuition as governor, but now claims to champion affordability.","education,state-budget",a blog post.,3,0.6094766,3,half-true,review
half-true,On which team hes rooting for in the World Series.,"baseball,recreation",,3,0.35201317,1,false,review
half-true,Tom Ganley has two Fs from the Better Business Bureau and over 160 complaints in just three years.,"message-machine,campaign-advertising",an election ad,3,0.4740457,3,half-true,review
barely-true,"Because of the federal health care law, 300,000 health plans canceled in Florida.",health-care,a television ad from Let's Get to Work,2,0.5842389,3,half-true,review
barely-true,Pre-existing conditions are covered under my (health care) plan.,"debates,health-care",a presidential debate in Denver,2,0.46810433,1,false,review
pants-fire,Says he won the second debate with Hillary Clinton in a landslide in every poll.,"debates,elections,polls",a tweet,0,0.57702565,3,half-true,review
barely-true,Says bag litter increased after San Francisco banned single-use shopping bags.,environment,a press release,2,0.46832255,3,half-true,review
barely-true,"Says as a result of the national health care reform, the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.",health-care,an interview on Richard French Live,2,0.5336583,3,half-true,review
false,"A proposed tax to fund transportation projects would spend $90,000 to take a single vehicle off the road during the morning and afternoon commute.",transportation,a forum hosted by The Atlanta Journal-Constitution,1,0.6268855,4,mostly-true,review
barely-true,A salesclerk at Hobby Lobby who needs contraception is not going to get that service through her employers health care plan because her employer doesnt think she should be using contraception.,"abortion,health-care,legal-issues,women",an interview at the Aspen Ideas Festival,2,0.47911593,2,barely-true,review
half-true,Says Charlie Crist voted against raising the minimum wage.,"economy,jobs",a campaign commercial,3,0.5970473,2,barely-true,review
barely-true,Hillary Clinton said gun confiscation would be worth considering.,guns,a flier.,2,0.572785,3,half-true,review
false,When undocumented children are picked up at the border and told to appear later in court ... 90 percent do not then show up.,"children,foreign-policy,immigration,legal-issues","an interview on the PBS ""News Hour""",1,0.5951127,3,half-true,review
half-true,Says Gov. Chris Christie cut spending (by) $1 billion and provided $850 million in new education funding.,"education,state-budget",a television ad,3,0.5878003,3,half-true,review
mostly-true,Hes the only candidate whos balanced budgets and brought jobs to Providence.,"candidates-biography,state-budget",a TV commercial,4,0.59923404,3,half-true,review
half-true,"Studies have shown that in the absence of federal reproductive health funds, we are going to see the level of abortion in Georgia increase by about 44 percent.",abortion,an article published in The Atlanta Journal-Constitution,3,0.41923708,1,false,review
pants-fire,ACORN will be a paid partner with the Census Bureau and they will be in charge of going door-to-door and collecting data from the American public.,census,an interview with the Washington Times.,0,0.46233553,1,false,review
pants-fire,Sixty percent of the Hispanics support the Arizona immigration law,immigration,a CNN interview,0,0.636312,4,mostly-true,review
barely-true,"If the sequester hits, federal prosecutors will have to let criminals go.","crime,criminal-justice,federal-budget,legal-issues","a speech in Washington, D.C.",2,0.44222027,2,barely-true,review
false,I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.,"bankruptcy,debt",a statement,1,0.43638784,1,false,review
half-true,"Obamacare insurance cooperative failures should be expected because theyre like any business, and when you start businesses in America, at the fifth year, half of the businesses have closed.",health-care,"a discussion on MSNBC's ""Up with Steve Kornacki""",3,0.52317727,3,half-true,review
false,The tax cut deal is giving $700 billion to millionaires and billionaires.,"deficit,economy,taxes",a CNN interview,1,0.5475962,3,half-true,review
mostly-true,Says Marco Rubio said Social Security and Medicare haveweakened us as a people.,"medicare,social-security",a Florida Senate debate,4,0.42939317,1,false,review
mostly-true,"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.","economy,federal-budget,stimulus",a news release.,4,0.60241365,3,half-true,review
true,"As secretary of the Department of Energy under former President Bill Clinton, ""I created reserves of home heating oil.""",energy,"a debate in Manchester, N.H.",5,0.47405517,3,half-true,review
barely-true,"Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate, which is unconstitutional.","state-finances,taxes",a public meeting,2,0.52759296,1,false,review
false,A strong bipartisan majority in the House of Representatives voted to defund Obamacare.,"congressional-rules,federal-budget,health-care",a news release,1,0.6340102,4,mostly-true,review
half-true,Proximity to high-voltage power lines lowers property values by as much as 30 percent.,"energy,environment,housing,recreation",a web site,3,0.5170025,3,half-true,review
false,What the facts say is ...the best scenario for kids is a loving mom and dad.,"children,diversity","comments on ""Meet the Press""",1,0.45882356,1,false,review
half-true,"To hear Gov. Christie tell it, everything in New Jersey is going just fine. Well I see another New Jersey with 400,000 unemployed. One of the worst jobless rates in the country. Working and middle class families have seen costs soar, from property taxes to college tuition.","education,jobs,taxes",a gubernatorial campaign television ad,3,0.51250494,3,half-true,review
barely-true,Says delegates cant legally change the Republican National Convention rules to prevent Donald Trumps nomination.,"corrections-and-updates,elections,legal-issues","an interview on ""Meet the Press""",2,0.6265311,5,true,review
pants-fire,Rebuilding three high schools will benefit 40 percent of Portland Public School students.,education,a press briefing,0,0.6133734,4,mostly-true,review
half-true,Proposition 2 on Novembers Texas ballot does not cost state taxpayers any money.,"elections,water",an email blast.,3,0.4768772,1,false,review
half-true,Says hes taken an 8% pay decrease in each of the nine years he has been in office.,"candidates-biography,county-budget,county-government",his campaign website,3,0.5338133,3,half-true,review
barely-true,The decision for the United States to buy heavy water from Iran will directly subsidize Irans nuclear program.,"energy,foreign-policy,nuclear",a news release,2,0.49259126,1,false,review
mostly-true,The Texas Department of Transportation... misplaced a billion dollars.,transportation,a debate.,4,0.41162306,1,false,review
false,A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,"civil-rights,immigration,privacy,technology",a Facebook post,1,0.5532278,5,true,review
true,"Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.","message-machine,taxes",a campaign video,5,0.4220783,2,barely-true,review
barely-true,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . . health care for Kentucky's children,"" and ""fair pay for women.""","economy,health-care,workers",a television ad,2,0.5964899,2,barely-true,review
pants-fire,Says people in Africa literally walk two and three hundred miles in order to vote.,elections,comments made on the Senate floor.,0,0.43615845,1,false,review
true,"Before World War II, very few people actually had health insurance.","health-care,public-health",an interview,5,0.36199445,1,false,review
false,Half of children struck by cars near schools are hit by parents driving children to school.,transportation,a mailer,1,0.5910573,3,half-true,review
barely-true,Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants.,immigration,a TV ad.,2,0.40557438,2,barely-true,review
barely-true,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.",crime,a press release,2,0.5961668,3,half-true,review
true,"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.","climate-change,environment",a speech,5,0.358788,1,false,review
half-true,Muslim nations did not call out the people who celebrated the 9/11 attacks.,"islam,terrorism","a broadcast of Fox News' ""The O'Reilly Factor""",3,0.3679498,1,false,review
pants-fire,"Says Donald Trump said of women, And you can tell them to go f--- themselves.",women,a television ad,0,0.56254196,3,half-true,review
pants-fire,"The Taliban has been there for years and years, I mean, hundreds of thousands of years.","afghanistan,terrorism",a debate,0,0.4851968,1,false,review
true,Iran President Hassan Rouhani has more Cabinet members with Ph.D.s from American universities than members of Barack Obamas Cabinet.,"education,foreign-policy",comments at a forum at the Center for Strategic and International Studies,5,0.4835446,1,false,review
pants-fire,"(Barack Obama) says hes going to reduce the long-term debt and deficit by $4 trillion, doesnt say how hes going to do it.","debt,deficit",an interview on NBC’s “Meet The Press”,0,0.5183895,3,half-true,review
mostly-true,"Says U.S. Sen. Ron Johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.","environment,government-regulation",a television ad,4,0.46250218,2,barely-true,review
true,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,"health-care,pundits",MSNBC Live,5,0.5640882,2,barely-true,review
barely-true,"Its entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact, its quite likely.",income,an interview with Chris Stigall on Talk Radio 1210 WPHT,2,0.4630929,1,false,review
barely-true,Delaware Democratic Senate candidate Chris Coons thought that a 911 call should be taxed.,"message-machine,public-safety,taxes,technology",a campaign commercial,2,0.42530632,1,false,review
barely-true,"When Tim Kaine was governor, spending soared, blowing holes in the budget every year.","job-accomplishments,message-machine-2012,state-budget,state-finances",a TV ad.,2,0.49241543,3,half-true,review
pants-fire,President Obama has the lowest public approval ratings of any president in modern times.,"history,polls",a Republican presidential debate in Orlando,0,0.51177317,3,half-true,review
false,On an income cap for recipients of the popular HOPE scholarship,education,forum,1,0.42633852,1,false,review
mostly-true,Wisconsin is dead last in the Midwest for job creation.,"government-regulation,job-accomplishments,jobs,labor,unions,workers",an interview,4,0.61652946,3,half-true,review
mostly-true,"Says President Barack Obama has taken 92 days of vacation since he was sworn in, compared to 367 for President George W. Bush at the same point in his presidency.","bush-administration,pundits,recreation","a segment of his MSNBC show, ""Politics Nation""",4,0.47235775,1,false,review
half-true,"The federal government reviewed and verified his administrations numbers showing Wisconsin added 23,608 jobs in 2011.","economy,job-accomplishments,jobs",a debate,3,0.45342267,1,false,review
true,Tom Suozzi raised taxes by hundreds of millions of dollars as Nassau County executive.,taxes,a blog post on the NRCC website,5,0.47005635,2,barely-true,review
mostly-true,Mitt Romney drove to Canada with the family dog Seamus strapped to the roof of the car.,"animals,candidates-biography,pundits",a column,4,0.48446727,1,false,review
barely-true,The majority of people travelling to these destination resorts are not going for the primary purpose of gambling.,gambling,"an opinion piece in the ""Miami Herald""",2,0.5495129,5,true,review
mostly-true,"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for every domestic violence agency, every law enforcement agency, thats a no-no.","criminal-justice,sports","comments on CNN's ""State of the Union""",4,0.40030208,2,barely-true,review
false,I can tell you that the enhanced interrogation techniques that have since been banned by this administration specifically waterboarding work.,"afghanistan,bush-administration,candidates-biography,ethics,foreign-policy,homeland-security,human-rights,iraq,public-safety,terrorism",a newspaper interview,1,0.4733005,1,false,review
false,The Iraq Study Group reported that (Saddam Hussein) had designs on reviving his nuclear program.,iraq,"a debate in Dearborn, Mich.",1,0.37165093,1,false,review
mostly-true,"The sex-offender registry has been around for a long time, and the research thats out there says that it has no positive impact on the public safety.",crime,a newspaper interview,4,0.55515444,3,half-true,review
true,Ronald Reagan raised the national debt 18 times.,deficit,a TV interview.,5,0.6395234,3,half-true,review
mostly-true,"Quite frankly, it was during the Bush years of spending, multiplied now by the Obama years that we have this mess.","bipartisanship,debt,deficit,federal-budget",an interview on “Fox News Sunday”,4,0.37051892,1,false,review
half-true,Republicans have proposed dozens of (health care) solutions designed to help control costs and improve quality.,health-care,the weekly Republican address,3,0.5483715,3,half-true,review
false,Says Hillary Clinton has donated every cent shes ever earned from speaking fees to charity.,candidates-biography,a post on Facebook,1,0.373941,1,false,review
false,Charlottes anti-discrimination ordinance would have opened all bathrooms to all sexes at all times if it hadnt been overturned.,"city-government,gays-and-lesbians,government-regulation,public-safety",a tweet,1,0.39903027,1,false,review
barely-true,Social Security has nothing to do with the federal deficit.,"federal-budget,social-security",a twitter post,2,0.58063924,4,mostly-true,review
false,On pay for fired Milwaukee police officers,state-budget,an interview,1,0.39256752,1,false,review
false,Says CNN reported Ben Carson was taking a break from campaigning and the Cruz campaign forwarded that news to our volunteers.,candidates-biography,the New Hampshire GOP debate,1,0.37987924,0,pants-fire,review
mostly-true,The University of Wisconsin System is larger than any business in the state of Wisconsin.,state-budget,a radio interview,4,0.5726025,1,false,review
barely-true,"Mark Herring voted to allow sex offenders, including rapists, to serve shorter sentences.",criminal-justice,a campaign brochure.,2,0.49773777,2,barely-true,review
true,Sixteen million jobs were created under Ronald Reagans presidency.,jobs,a speech,5,0.37314242,2,barely-true,review
barely-true,"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",health-care,in a television ad,2,0.43456954,1,false,review
true,Barack Obama ... 96 percent of his votes have been solely along party line.,candidates-biography,St. Louis,5,0.5107331,1,false,review
half-true,President Obama and Nancy Pelosi said Obamacare would save money because they factored in 10 years worth of tax revenue and only six and half years worth of expenses.,health-care,a television interview,3,0.49833727,3,half-true,review
true,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",foreign-policy,a statement by campaign spokesman Bill Burton,5,0.5554797,1,false,review
true,Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating.,polls,"an interview on NBC's ""Meet the Press""",5,0.50712353,3,half-true,review
false,I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,"cap-and-trade,climate-change",an interview on CBS' Face the Nation,1,0.40651155,1,false,review
mostly-true,Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.,education,a Tampa Bay Times op-ed,4,0.6113833,3,half-true,review
false,Mitt Romney left Massachusetts $1 billion in debt.,"deficit,job-accomplishments,message-machine-2012,state-budget,state-finances",a campaign ad,1,0.559259,3,half-true,review
true,Says Barack Obama promised he would cut the deficit in half but didnt.,federal-budget,"an interview on ""Political Connections""",5,0.48859867,3,half-true,review
barely-true,Says Denmarks suicide rate has been about twice as high as the United States over the past five decades.,"economy,foreign-policy,public-health",a shareable graphic on the Web,2,0.60152304,3,half-true,review
barely-true,"China has total control, just about, of North Korea.","foreign-policy,nuclear","a Republican presidential debate in North Charleston, S.C.",2,0.4012088,1,false,review
false,The fact is the Clinton Foundation has got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.,candidates-biography,"comments on ""The Mike Gallagher Show""",1,0.5748218,3,half-true,review
barely-true,"Says Chris Koster fell silentas attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting over $12,000 in campaign contributions from people affiliated with the service.","campaign-finance,legal-issues,women",a press release,2,0.5306535,3,half-true,review
false,"Under Lt. Gov. Lee Fisher, Ohio is 44th in the country in terms of getting money actually into worker retraining.","economy,government-efficiency,jobs",a debate,1,0.55204177,3,half-true,review
false,"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.","candidates-biography,crime,drugs,health-care,legal-issues,marijuana,public-health",a speech on the House floor,1,0.6074085,5,true,review
pants-fire,Says Rick Perry recently said he wanted another (Texas) business tax.,"state-budget,taxes",a debate.,0,0.46291375,1,false,review
false,"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",immigration,Las Vegas,1,0.62749106,3,half-true,review
false,Says an Obama administration policy prohibits people who work with at-risk youth from promoting marriage as a way to avoid poverty.,"marriage,poverty",a debate in South Carolina,1,0.3737687,1,false,review
barely-true,...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted yes (on the Iran nuclear deal).,nuclear,an attack video advertisement of Congresswoman Tammy Duckworth,2,0.50729716,2,barely-true,review
half-true,One in every three women has an abortion during her lifetime.,abortion,a legal brief,3,0.63289124,4,mostly-true,review
barely-true,What president has the worst record on female labor force participation? Barack Obama.,"history,labor,women,workers",a graphic posted on his website,2,0.4709478,1,false,review
barely-true,The Social Security trust fund is already facing imminent bankruptcy.,"social-security,taxes",a news conference,2,0.50991535,1,false,review
barely-true,"Seven hundred thousand. Thats how many California jobs will be lost thanks to the politicians raising the minimum wage.Now Florida is adding one million jobs, not losing them.","jobs,labor,states",Enterprise Florida radio ads in California,2,0.38143474,1,false,review
false,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.","children,families,marriage,poverty",a meme on the Internet,1,0.45317638,3,half-true,review
mostly-true,Property taxes have increased 20 percent under four years of Chris Christie.,taxes,a speech to an American Legion in Little Ferry,4,0.41182008,1,false,review
false,ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,federal-budget,a press release,1,0.64860326,4,mostly-true,review
barely-true,"Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.","federal-budget,pundits,taxes,abc-news-week","a roundtable discussion on ABC's ""This Week with Christiane Amanpour''",2,0.5802949,3,half-true,review
barely-true,Gov. Rick Scott backed the federal shutdown.,federal-budget,an online video,2,0.39468968,1,false,review
mostly-true,"As weve seen that federal support for states diminish, youve seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.","economy,jobs,stimulus,workers",a press conference,4,0.5627946,3,half-true,review
half-true,"Says New START, passed while Clinton was secretary of state, is a treaty cutting Russias nuclear arms.","candidates-biography,foreign-policy,nuclear",a television ad,3,0.43005273,2,barely-true,review
barely-true,Says his free public university tuition program is paid for by a tax on Wall Streets speculation.,education,a CNN interview,2,0.3969046,2,barely-true,review
half-true,"Under a Wisconsin bill, minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses.","civil-rights,guns,legal-issues",an article on the group's website,3,0.4911539,1,false,review
half-true,Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,immigration,a TV ad,3,0.372375,2,barely-true,review
barely-true,"Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of the Benghazi incident.","foreign-policy,terrorism",a press availability,2,0.47236758,2,barely-true,review
mostly-true,Georgia and other states with weak gun laws have more crime.,guns,an interview,4,0.60417366,3,half-true,review
half-true,Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey we are coming because weve been promised amnesty.,immigration,a press conference,3,0.6069834,4,mostly-true,review
half-true,Weve brought trade cases against China at nearly twice the rate as the last administration.,"bush-administration,china,job-accomplishments,trade",a speech at Port of Tampa,3,0.61486584,3,half-true,review
mostly-true,Obama said he would unilaterally renegotiate the North American Free Trade Agreement.,foreign-policy,"Hempstead, N.Y.",4,0.41815138,1,false,review
barely-true,"In the 513 days between Trayvon dying, and todays verdict, 11,106 African-Americans have been murdered by other African-Americans.",crime,tweets,2,0.37189785,0,pants-fire,review
mostly-true,"He received ""A"" ratings from ""every conservative organization that gives ratings.""",job-accomplishments,"a Republican debate in Orlando, Fla.",4,0.5617253,3,half-true,review
mostly-true,Two-thirds of Wisconsin corporations dont pay state income taxes.,"corporations,income,taxes",a news release and report,4,0.64317834,5,true,review
barely-true,There are literally teachers now who are getting pink slips because of sequestration.,"education,federal-budget","an appearance on ""Face the Nation.""",2,0.56288344,4,mostly-true,review
mostly-true,Georgia loses millions of dollars of revenue because people go out of state to buy fireworks.,"economy,states",a meeting,4,0.6363358,4,mostly-true,review
false,"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions.","abortion,health-care",comments before a House subcommittee,1,0.49475962,1,false,review
half-true,Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.,"campaign-finance,legal-issues",a Senate floor speech,3,0.41201413,1,false,review
false,"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",job-accomplishments,,1,0.57585263,3,half-true,review
half-true,Says Ron Johnson gave himself a $10 million sweetheart corporate payout,small-business,in a campaign ad,3,0.40566513,2,barely-true,review
false,Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.,"abortion,health-care,public-health",a mailer sent for a state legislative campaign.,1,0.4209539,2,barely-true,review
barely-true,We need a Senator who shows up to work. Sherrod Brown missed over 350 official votes.,"job-accomplishments,message-machine-2012,campaign-advertising,voting-record",a campaign commercial,2,0.40917856,1,false,review
barely-true,"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",foreign-policy,"an interview on ""Fox News Sunday""",2,0.46097755,1,false,review
half-true,"I did very well with young people in Ohio, Massachusetts, California.",elections,"a news conference in Greensburg, Pa.",3,0.5543976,3,half-true,review
half-true,"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades.""","federal-budget,health-care",a State of the Union speech,3,0.59634227,3,half-true,review
mostly-true,Austin has more lobbyists working for it than any other municipality in Texas.,"city-government,ethics",a meeting of the West Lake Hills City Council,4,0.6456904,5,true,review
true,"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.","energy,environment","a segment on CNN's ""Crossfire""",5,0.45362115,1,false,review
barely-true,We're going to have more troops (in Afghanistan) . . . than the Russians had.,afghanistan,the show 'Hardball With Chris Matthews',2,0.45505264,1,false,review
false,Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,elections,a website alert,1,0.4653343,2,barely-true,review
barely-true,Florida is investing record amounts of funding for HIV/AIDS prevention.,"public-health,state-budget",a Tampa Bay Times interview,2,0.64455175,4,mostly-true,review
false,Giant companies like Toyota will not locate in a state that has not passed a right-to-work law,"corporations,economy,jobs,labor,unions",a radio interview,1,0.5415082,1,false,review
half-true,"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",transportation,"an opinion column by Sid Covington, the district's chairman of the board",3,0.6331462,4,mostly-true,review
false,Rhode Islands unemployment insurance system is the most expensive such system in the country.,"economy,government-efficiency,government-regulation,small-business,state-budget,state-finances,states,taxes,workers",an interview on Rhode Island Public Radio,1,0.51850677,1,false,review
true,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",military,a television ad,5,0.5246059,2,barely-true,review
half-true,"As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.","drugs,health-care,public-health",a column posted on Medium,3,0.6249646,3,half-true,review
mostly-true,Says his state budget will provide an increase in state funding for the 2011-12 school year.,"education,state-budget",an e-mail,4,0.52965444,1,false,review
false,"Says the estate tax, in many cases, forces family farmers and small businesses owners to sell their holdings.","agriculture,families,small-business,taxes",a statement.,1,0.54041284,3,half-true,review
half-true,Weve introduced a bill that includes $12 billion in cuts over the next week.,federal-budget,a public statement,3,0.48404282,2,barely-true,review
false,Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.,"legal-issues,small-business",a news release,1,0.402777,1,false,review
mostly-true,"From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station",space,an interview with CBS,4,0.5667276,5,true,review
false,The Red Sox waited 87 long years to win the World Series.,"baseball,recreation",a debate in St. Petersburg,1,0.5665401,5,true,review
mostly-true,"Says Tom Ganley has been sued over 400 times, for fraud, discrimination and more, and a judge called Tom Ganleys business practices deceptive and unconscionable.","job-accomplishments,message-machine",a television campaign ad,4,0.6014969,3,half-true,review
half-true,A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,"education,elections,health-care,state-budget",a video,3,0.5683215,4,mostly-true,review
false,We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,"consumer-safety,food-safety,health-care,taxes",a news release,1,0.565693,3,half-true,review
barely-true,"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",legal-issues,a TV ad,2,0.36556372,2,barely-true,review
barely-true,Health insurance and medical costs are going down because of Obamacare.,"elections,health-care","a broadcast of ""The Ed Show""",2,0.49172437,2,barely-true,review
mostly-true,"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",crime,"an interview on ""Meet the Press""",4,0.6325864,3,half-true,review
half-true,Says Texas GOP platform calls for end to teaching critical thinking in public schools.,education,in her New York Times column,3,0.48546532,1,false,review
false,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.","economy,stimulus",a news conference,1,0.498376,2,barely-true,review
barely-true,If you want out of the individual mandate... all you have to do now is tick off the box that says hardshipand youre out.,health-care,"an interview on ""The O'Reilly Factor""",2,0.47749776,1,false,review
barely-true,"Many Nevadans relied on Uber for work, but after accepting $70,000 from taxi companies, Catherine Cortez Masto went after Uber ... (driving) them out of town.",transportation,a television ad,2,0.41757855,2,barely-true,review
false,Wind power is the most undependable form of renewable energy.,"economy,energy,environment,science,technology","an appearance on ""10 News Conference.""",1,0.5784329,1,false,review
mostly-true,Charlie Crist allowed college tuition to increase up to 15 percent every year.,"education,state-budget",a campaign commercial,4,0.48810083,2,barely-true,review
true,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",education,his campaign Web site.,5,0.54891145,3,half-true,review
true,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""","abortion,health-care",a press release,5,0.5322437,1,false,review
true,"Obama ""won health care for 150,000 people.""",health-care,,5,0.53588474,3,half-true,review
mostly-true,"The CBO says that if you raise the minimum wage to $10.10 an hour, half a million people would lose their jobs.","economy,jobs","comments on CNN's ""State of the Union.""",4,0.5072278,3,half-true,review
half-true,State lawmakers are spending taxpayer money for parking that billionaire Arthur Blank could build while paying some state employees so little they are on food stamps.,"economy,poverty,sports,state-budget,state-finances,transparency",a statement,3,0.39505363,1,false,review
true,State governments have little ability to stimulate job growth in the short run.,economy,a newspaper article,5,0.44015574,1,false,review
true,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,foreign-policy,a debate in Cleveland,5,0.537273,5,true,review
true,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",candidates-biography,"St. Paul, Minn.",5,0.56047493,5,true,review
